english,korean
"Unfortunately, no one told us.",애석하게도 우리한테 그걸 말해준 사람이 없었어.
"Unfortunately, nobody told us.",애석하게도 우리한테 그걸 말해준 사람이 없었어.
We are both in the same class.,우리 둘다 같은 반이네.
"We're going to die, aren't we?",우린 죽을 거야. 그치?
We've been here since October.,우린 10월부터 여기에 있었어.
What I want now is hot coffee.,내가 지금 원하는 건 따끈한 커피야.
What do you need a doctor for?,무슨 이유로 의사를 찾으시나요?
Where can I learn how to surf?,어디서 서핑하는 법을 배울 수 있어?
Where can I make a phone call?,어디서 전화를 걸 수 있죠?
Where did you put my suitcase?,내 (여행용) 가방 어디에 두었니?
Where is the closest hospital?,제일 가까운 병원이 어디에요?
Why are you acting so strange?,너 왜 그렇게 이상하게 굴어?
Why should I give this to you?,왜 내가 이걸 너한테 줘야 해?
Women like men with mustaches.,여성은 수염이 있는 남성을 좋아해.
Would you be happier with Tom?,톰과 함께라면 더 행복해질 것 같니?
"You're persistent, aren't you?","넌 끈질긴 사람이야, 맞지?"
Antibiotics can't kill viruses.,항생제는 바이러스를 죽일 수 없어.
Are you ready to start working?,일할 준비 됐니?
Are you really willing to help?,진짜로 도와줄 마음이 있어?
Be careful not to catch a cold.,감기 안 걸리도록 조심해.
Be careful not to catch a cold.,감기 걸리지 않도록 조심하세요.
Don't pry into my private life.,내 사생활 좀 그만 캐물어.
Don't pry into my private life.,내 사생활은 묻지 말아줘.
Don't pry into my private life.,내 사생활 캐묻지 마.
Everyone said that I was wrong.,모두들 내가 틀렸대.
Everything that lives perishes.,살아있는 모든 것은 죽는다.
Exactly how much did that cost?,정확히 얼마 들었어?
Five times five is twenty-five.,오 곱하기 오는 이십오야.
French is my favorite language.,프랑스어는 내가 가장 좋아하는 언어야.
God is always watching over us.,신은 항상 우리를 지켜보고 있어.
He carried six boxes at a time.,그는 상자 여섯 개를 한 번에 날랐다.
He is a native English speaker.,그는 영어를 모국어로 사용한다.
How many children were injured?,아이들은 몇 명 다쳤어?
How much hamburger did you buy?,햄버거 얼마나 샀어?
I assure you this isn't a joke.,이건 농담이 아니라니까.
I can't stand Mary's boyfriend.,난 메리의 남자친구를 참을 수가 없어.
I didn't think you were coming.,네가 오는 줄 몰랐어.
I don't want to be alone again.,난 더 이상 혼자이고 싶지 않아.
I don't want to study medicine.,난 의학을 공부하고 싶지 않아.
I had a weird dream last night.,나 어젯밤 이상한 꿈을 꿨어.
I learned how to cook from Tom.,난 톰한테서 요리하는 법을 배웠어.
I need to buy something to eat.,난 먹을 만한 것 좀 사야겠어.
I need to buy something to eat.,난 먹을거리를 사야겠어.
I play the guitar after dinner.,난 저녁 식사 후에 기타를 쳐.
I really hate myself right now.,바로 지금 난 내 자신이 싫어.
I shouldn't have sold my house.,난 내 집을 팔지 말았어야 했는데.
I shouldn't have sold my house.,난 내 집을 팔지 말았어야 했어.
I think I'm seriously addicted.,나 심각한 중독자인 것 같아.
I think Tom and Mary are right.,난 톰과 메리가 맞는 것 같다.
I think that that's inaccurate.,이건 부정확하다고 생각해.
I thought that you'd forgotten.,네가 잊어버린 건 줄 알았어.
I took this picture a week ago.,이 사진 일주일 전에 찍었어.
I wish I'd married another man.,다른 남자와 결혼했다면 좋았을 텐데.
I wish Tom could've been there.,탐이 거기 있었으면 좋았을텐데
I wonder whether Tom is lonely.,톰이 외로워하는지 궁금해.
I'll see you at the restaurant.,레스토랑에서 보자.
I'm going to go there with Tom.,난 톰과 함께 거기에 갈 거야.
I'm going to go there with Tom.,난 톰이랑 거기에 갈 거야.
I'm in my room studying French.,나는 방에서 프랑스어 공부하는 중이야.
I'm sure Tom will be intrigued.,톰이 흥미로워 할 걸?
It rained throughout the night.,밤새 비가 내렸다.
"Let's eat, drink, and be merry.",먹고 마시고 즐깁시다.
Let's see if we can get inside.,우리가 안으로 들어갈 수 있는지 보자.
"Music is an art, not a science.","음악은 예술이지, 과학이 아니야."
My favorite subject is science.,내가 가장 좋아하는 과목은 과학이야.
Neither of my parents can swim.,우리 부모님은 수영을 못하셔.
Paris is the capital of France.,파리는 프랑스의 수도다.
Physics is a branch of science.,물리는 과학의 한 갈래에 속해.
Please don't walk on the grass.,잔디를 밟지 마세요.
Please report what's happening.,현재 상황을 보고하십시요.
Please take me to the hospital.,병원으로 데려다 주세요.
She has a daughter who is tall.,그사람한테는 키가 큰 딸이 하나 있어.
Silver is worth less than gold.,은이 금보다 가치가 낮아.
Strawberries are in season now.,요즘 딸기가 제철입니다.
That's my favorite French word.,이게 바로 내가 가장 좋아하는 프랑스 단어야.
That's what I was going to say.,그게 내가 말하려던 거야.
The police are looking for you.,경찰이 너를 찾고 있다
The school looks like a prison.,이 학교는 감옥처럼 생겼어.
This building has a green roof.,이 건물의 지붕은 초록색이야.
Tom asked Mary for forgiveness.,톰이 메리한테 용서해달라고 부탁하더라.
Tom could be seriously injured.,톰은 심각한 부상을 당할 수도 있었다.
Tom didn't jump into the water.,톰은 물 속으로 뛰어 들진 않았어.
Tom didn't jump into the water.,톰이 물 속으로 뛰어 들지 않았어.
Tom didn't try to say anything.,톰은 무언가를 말하려고 애써하지 않았어.
Tom doesn't know what he'll do.,톰은 그가 뭘 해야 할지 모른다.
Tom has an appointment at 2:30.,톰은 2시 30분에 약속이 있어.
Tom is a bit small for his age.,톰은 나이에 비해 키가 좀 작아.
Tom is a man with a good heart.,톰은 선한 마음을 가진 남자야.
Tom is a pioneer in this field.,톰은 이 분야의 선구자야.
Tom is a pioneer in this field.,톰은 이 분야의 개척자야.
Tom is a very talkative person.,톰은 아주 수다쟁이야.
Tom is addicted to painkillers.,톰은 진통제에 중독되어 있어.
Tom is always busier than I am.,톰은 항상 나보다 바쁘다.
"Tom is concentrating, isn't he?",톰은 집중하고 있지?
Tom is installing new software.,톰은 새로운 소프트웨어를 설치하고 있어.
Tom is married to a rich woman.,톰은 부유한 여성과 결혼했어.
Tom is now a software engineer.,톰은 이제 소프트웨어 기술자야.
Tom is suffering from insomnia.,톰은 불면증에 시달리고 있어.
Tom is very mature for his age.,톰은 나이에 비해 매우 성숙해.
Tom lives in the room above us.,톰은 우리 윗방에 살아.
Tom sent us Christmas presents.,톰이 우리한테 크리스마스 선물을 보냈어.
Tom should've stayed in Boston.,톰은 보스턴에 있어야 했는데.
Tom thinks that Mary is lonely.,톰은 메리가 외롭다고 생각해.
Tom wants to stay home tonight.,톰은 오늘 밤 집에 머물고 싶어한다.
Tom wants to stay home tonight.,톰은 오늘 밤 집에 있고 싶어한다.
Tom was unable to speak French.,톰은 프랑스어를 할 수 없었어.
We were in Australia last week.,우린 지난주에 호주에 있었어.
We'll get there in three hours.,3시간 안에 거기에 도착할 겁니다.
We're not all in the same boat.,우리는 다 같은 처지에 있지 않는다.
We've never lived in Australia.,우린 호주에서 산 적이 없어.
We've never lived in Australia.,우린 호주에서 산 적 없어.
We've never lived in Australia.,우린 호주에서 살아 본 적이 없어.
What are their true intentions?,그 사람들의 실제 무슨 속셈인 거야?
What are you two arguing about?,너희 둘 무엇에 관하여 논쟁하고 있니?
Where were you that whole time?,내내 어딨었니?
Who's that in the car with Tom?,차 안에 Tom과 같이 있는 사람이 누구야?
Why are you acting so childish?,넌 왜 그렇게 애같이 굴어?
Why didn't you use a pay phone?,공중전화를 왜 사용하지 않았니?
Will you join me for breakfast?,나랑 같이 아침 먹을래?
You and I have a lot in common.,우리 둘은 공통점이 많네.
You should become a vegetarian.,너는 채식주의자가 되어야 해.
You're getting into deep water.,넌 깊은 수렁에 빠지고 있다.
A full moon can be seen tonight.,오늘밤엔 보름달을 볼 수 있어.
A virus infected Tom's computer.,톰 컴퓨터는 바이러스에 감염되었어.
Africa is the poorest continent.,아프리카는 가장 가난한 대륙이다.
All men are equal under the law.,모든 사람은 법 아래에 동등해.
All these apples are very sweet.,이 사과들은 전부 맛있다.
Do you believe this has any use?,이게 쓸모가 있을거라고 생각해?
Do you really think we can help?,너 진짜 우리가 도울 수 있을 거라고 생각해?
Do you think animals have souls?,동물에게 영혼이 있다고 생각해?
Does anyone oppose the new plan?,새로운 계획에 반대하는 사람있습니까?
Education is the key to success.,교육이야말로 성공으로 가는 길이야.
Everybody wants permanent peace.,모두가 영원한 평화를 원한다.
Four plus sixteen equals twenty.,4 더하기 16은 20이야.
Have you ever been hit by a car?,너 차에 치인 적 있어?
Have you finished your homework?,숙제 다 끝냈니?
He came out of the shower naked.,그는 알몸으로 샤워실에서 나왔다.
How did you know Tom would help?,톰이 도와주리라는 것을 어떻게 알았니?
Humans only live about 70 years.,인간은 70년정도 밖에 살지 않아.
I decided to go abroad to study.,난 공부하러 외국에 가기로 결심했어.
I didn't know where I should go.,어디로 가야할지 몰랐다.
I didn't know you would do that.,네가 그걸 할 줄은 몰랐어.
I didn't want to be interrupted.,방해받고 싶지 않았어.
I don't go to school by the bus.,난 버스로는 학교에 가지 않아.
I don't know much about science.,난 과학에 대해 잘 몰라.
I don't see what the problem is.,뭐가 문제인지 모르겠다.
I don't want to throw that away.,나는 그것을 버리고 싶지 않다.
"I eat tomatoes, but Tom doesn't.",난 톰이랑은 달리 토마토를 먹을 수 있어.
I have nowhere to sleep tonight.,난 오늘밤 잘 곳이 아무데도 없어.
I have to give this book to Tom.,톰에게 이 책을 줘야 합니다.
I informed Tom that I'd do that.,내가 하겠다고 톰한테 알려 줬어.
I know I'm going to learn a lot.,내가 많이 배우게 될 거라는 걸 알고 있어.
I know Tom is a terrible father.,톰이 막장 아빠라는 것은 알고 있어.
I know Tom is afraid of spiders.,난 톰이 거미를 무서워한다는 걸 알고 있어.
I later regretted that decision.,나는 그 결정을 나중에서야 후회했어.
I think Tom is still unemployed.,톰은 여전히 실업 상태일 것이다.
I think Tom should go on a diet.,톰은 다이어트를 해야할 것 같아.
I think everyone makes mistakes.,난 누구나 실수는 한다고 생각해.
I think it'll be sunny tomorrow.,내일은 해가 뜰 것 같아.
I think that Tom is still angry.,톰은 아직도 화가 나 있는 것 같아.
I thought my head would explode.,머리가 터질 거 같아
I thought that I heard gunshots.,내가 총소리를 들었다고 생각했어.
I thought that Tom was a doctor.,톰이 의사인 줄 았았다.
I want Tom to eat lunch with me.,난 톰이 나랑 점심 먹었으면 좋겠어.
I want to grow old with my wife.,난 내 아내와 함께 늙고 싶어.
I wanted Tom to be more careful.,난 톰이 좀 더 신중하길 원했어.
I wanted Tom to go to Australia.,난 톰이 호주에 갔으면 했어.
I wanted Tom to meet my friends.,난 톰이 내 친구들을 만났으면 했어.
I wanted Tom to meet my parents.,난 톰이 내 부모님을 만났으면 했어.
I was only thirteen at the time.,그 당시 나는 열세살일 뿐이었어.
I wonder whether Tom left early.,톰이 일찍 떠났는지 궁금하네.
I'll only be a few more minutes.,몇 분만 더 기다리겠습니다
I'm going to trust my instincts.,나는 내 직감을 믿어보려 해.
I'm no longer afraid of spiders.,난 더 이상 거미가 두렵지 않아.
I'm not good at public speaking.,난 발표를 잘 못해.
I'm so sorry that I doubted you.,의심해서 정말 미안해.
